tab	ages
age	location	site	sample	specimen	age_unit	citations	method_codes
1091.83	Beaver Bay Complex				Ma	This study	GM-UPB-I-206
>>>>>>>>>>
tab	locations
location	age_unit	lat_n	lat_s	lon_e	lon_w	geologic_classes	lithologies	location_type	analysts	citations
Beaver Bay Complex	Ma	47.2	47.2	268.7	268.6	Igneous:Intrusive	Anorthosite:Diabase	Outcrop	Yiming Zhang	This study
Beaver Bay Complex	Ma	47.2	47.2	268.7	268.6	Igneous:Intrusive	Anorthosite:Diabase	Outcrop	Yiming Zhang	This study
>>>>>>>>>>
tab	measurements
measurement	experiment	specimen	dir_csd	dir_dec	dir_inc	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_step_num	treat_temp	citations	instrument_codes	method_codes	quality	sequence	standard	meas_n_orient	meas_temp	analysts	description	magn_moment	magn_x_sigma	magn_y_sigma	magn_z_sigma
BD2-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-387	BD2-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-2b	0.5	250.0	-64.3	0	2.9999999999999997e-05	0	-90	37	832	This study	hargrave 2020-01-20 14:51:47	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	7270	u	4	273	Yiming Zhang		2.37e-06	1.01e-08	1.3899999999999999e-08	7.77e-09
BD2-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-388	BD2-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-2b	0.4	257.1	-61.5	0	2.9999999999999997e-05	0	-90	38	835	This study	hargrave 2020-01-21 08:34:34	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	7271	u	4	273	Yiming Zhang		2.4e-06	9.03e-09	1.25e-08	7.3400000000000015e-09
BD2-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-389	BD2-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-2b	0.5	253.5	0.1	0	0	0	-90	39	835	This study	hargrave 2020-01-21 12:20:08	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	7272	u	4	273	Yiming Zhang		1.01e-06	5.01e-09	3.27e-09	7.0799999999999995e-09
BD2-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-390	BD2-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-2b	0.4	250.2	5.6	0	0	0	-90	40	838	This study	hargrave 2020-01-21 15:25:01	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	7273	u	4	273	Yiming Zhang		9.63e-07	2.07e-09	3.4799999999999996e-09	6.85e-09
BD2-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-391	BD2-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-2b	0.4	253.0	-64.9	0	2.9999999999999997e-05	0	-90	41	832	This study	hargrave 2020-01-22 10:28:20	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	7274	u	4	273	Yiming Zhang		2.17e-06	8.35e-09	1.14e-08	5.31e-09
BD2-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-392	BD2-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-2b	0.4	252.7	-69.2	0	2.9999999999999997e-05	0	-90	42	838	This study	hargrave 2020-01-22 14:28:13	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	7275	u	4	273	Yiming Zhang		2.66e-06	1.18e-08	1.46e-08	7.9e-09
BD2-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-393	BD2-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-2b	0.4	253.2	-77.9	0	2.9999999999999997e-05	0	-90	43	843	This study	hargrave 2020-01-23 11:52:18	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	7276	u	4	273	Yiming Zhang		3.45e-06	1.58e-08	1.76e-08	6.42e-09
BD2-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-394	BD2-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-2b	0.5	254.7	-27.1	0	0	0	-90	44	843	This study	hargrave 2020-01-23 15:45:22	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	7277	u	4	273	Yiming Zhang		8.440000000000002e-07	3.16e-09	3.45e-09	5.2200000000000006e-09
BD2-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-395	BD2-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-2b	0.5	251.8	6	0	0	0	-90	45	848	This study	hargrave 2020-01-24 10:42:37	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	7278	u	4	273	Yiming Zhang		5.92e-07	2.8000000000000003e-09	1.6899999999999995e-09	4.120000000000001e-09
BD2-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-396	BD2-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-2b	0.4	252.8	-78.1	0	2.9999999999999997e-05	0	-90	46	838	This study	hargrave 2020-01-24 14:34:44	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	7279	u	4	273	Yiming Zhang		2.89e-06	1.33e-08	1.52e-08	6.870000000000001e-09
BD2-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-397	BD2-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-2b	0.4	256.7	-82.2	0	2.9999999999999997e-05	0	-90	47	848	This study	hargrave 2020-01-25 14:11:37	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	7280	u	4	273	Yiming Zhang		3.99e-06	2.02e-08	2.08e-08	8.38e-09
BD2-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-398	BD2-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-2b	0.4	265.7	-85.4	0	2.9999999999999997e-05	0	-90	48	853	This study	hargrave 2020-01-26 12:13:17	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	7281	u	4	273	Yiming Zhang		4.69e-06	2.3900000000000002e-08	2.37e-08	7.3e-09
BD2-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-399	BD2-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-2b	0.5	253.2	-21.4	0	0	0	-90	49	853	This study	hargrave 2020-01-26 15:45:53	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	7282	u	4	273	Yiming Zhang		3.64e-07	7.18e-10	1.66e-09	2.62e-09
BD2-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-400	BD2-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-2b	0.5	249.9	-6.3	0	0	0	-90	50	858	This study	hargrave 2020-01-27 12:28:44	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	7283	u	4	273	Yiming Zhang		2.87e-07	1.06e-09	1.07e-09	2.18e-09
BD2-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-401	BD2-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-2b	0.4	268.0	-85.8	0	2.9999999999999997e-05	0	-90	51	848	This study	hargrave 2020-01-28 08:22:38	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	7284	u	4	273	Yiming Zhang		4.19e-06	2.06e-08	2.0099999999999998e-08	7.55e-09
BD2-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-402	BD2-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-2b	0.4	243.1	-86.7	0	2.9999999999999997e-05	0	-90	52	858	This study	hargrave 2020-01-30 12:30:54	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	7285	u	4	273	Yiming Zhang		4.76e-06	2.37e-08	2.29e-08	9.75e-09
BD2-3b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-403	BD2-3b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-3b	0.6	225.1	24.6	0	0	0	-90	0	273	This study	hargrave 2019-12-18 16:30:43	LT-NO:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	7286	u	4	273	Yiming Zhang		3.9e-06	2.2599999999999997e-08	1.8999999999999998e-08	2.8599999999999998e-08
BD2-3b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-404	BD2-3b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-3b	0.4	227.1	24.3	0	0	0	-90	1	373	This study	hargrave 2019-12-19 09:56:23	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	7287	u	4	273	Yiming Zhang		3.83e-06	6.22e-09	1.73e-08	2.5499999999999997e-08
BD2-3b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-405	BD2-3b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-3b	0.4	229.4	22.7	0	2.9999999999999997e-05	0	-90	2	373	This study	hargrave 2019-12-19 14:44:44	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	7288	u	4	273	Yiming Zhang		3.77e-06	7.3e-09	1.52e-08	2.5099999999999996e-08
BD2-3b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-406	BD2-3b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-3b	0.4	234.7	17.5	0	2.9999999999999997e-05	0	-90	3	473	This study	hargrave 2019-12-20 09:58:29	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	7289	u	4	273	Yiming Zhang		3.48e-06	8.93e-09	1.25e-08	2.5099999999999996e-08
BD2-3b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-407	BD2-3b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-3b	0.4	236.6	21.6	0	0	0	-90	4	473	This study	hargrave 2019-12-20 13:07:06	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	7290	u	4	273	Yiming Zhang		3.56e-06	7.75e-09	8.88e-09	2.6e-08
BD2-3b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-408	BD2-3b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-3b	0.5	235.3	22.7	0	0	0	-90	5	573	This study	hargrave 2019-12-20 16:59:54	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	7291	u	4	273	Yiming Zhang		3.2e-06	1.37e-08	9.02e-09	2.37e-08
BD2-3b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-409	BD2-3b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-3b	0.5	236.2	21.2	0	2.9999999999999997e-05	0	-90	6	373	This study	hargrave 2019-12-21 11:31:52	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	7292	u	4	273	Yiming Zhang		3.17e-06	1.46e-08	6.959999999999998e-09	2.37e-08
BD2-3b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-410	BD2-3b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-3b	0.5	237.4	13.9	0	2.9999999999999997e-05	0	-90	7	573	This study	hargrave 2019-12-21 14:49:52	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	7293	u	4	273	Yiming Zhang		3.02e-06	1.1699999999999999e-08	6.3900000000000005e-09	2.32e-08
BD2-3b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-411	BD2-3b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-3b	0.5	235.0	3.3	0	2.9999999999999997e-05	0	-90	8	673	This study	hargrave 2019-12-22 12:03:50	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	7294	u	4	273	Yiming Zhang		2.5e-06	1.1200000000000001e-08	5.420000000000001e-09	2.0299999999999996e-08
BD2-3b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-412	BD2-3b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-3b	0.5	237.8	17.3	0	0	0	-90	9	673	This study	hargrave 2019-12-22 14:41:54	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	7295	u	4	273	Yiming Zhang		2.62e-06	9.19e-09	8.050000000000001e-09	1.98e-08
BD2-3b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-413	BD2-3b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-3b	0.5	237.3	19.5	0	0	0	-90	10	698	This study	hargrave 2019-12-23 10:38:51	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	7296	u	4	273	Yiming Zhang		2.54e-06	1.1499999999999999e-08	7.69e-09	1.91e-08
BD2-3b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-414	BD2-3b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-3b	0.6	239.9	7.9	0	2.9999999999999997e-05	0	-90	11	573	This study	hargrave 2019-12-23 13:42:25	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	7297	u	4	273	Yiming Zhang		2.4e-06	8.34e-09	1.03e-08	2.04e-08
BD2-3b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-415	BD2-3b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-3b	0.6	241.0	2.5	0	2.9999999999999997e-05	0	-90	12	698	This study	hargrave 2019-12-24 01:33:14	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	7298	u	4	273	Yiming Zhang		2.35e-06	6.690000000000001e-09	9.6e-09	2.09e-08
BD2-3b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-416	BD2-3b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-3b	0.6	237.6	-1.8	0	2.9999999999999997e-05	0	-90	13	723	This study	hargrave 2019-12-24 11:33:41	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	7299	u	4	273	Yiming Zhang		2.3e-06	9.72e-09	1.02e-08	2.0099999999999998e-08
BD2-3b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-417	BD2-3b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-3b	0.5	236.3	15	0	0	0	-90	14	723	This study	hargrave 2019-12-25 12:16:51	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	7300	u	4	273	Yiming Zhang		2.35e-06	3.58e-09	1.1100000000000002e-08	1.96e-08
BD2-3b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-418	BD2-3b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-3b	0.6	235.8	18	0	0	0	-90	15	748	This study	hargrave 2019-12-25 15:52:42	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	7301	u	4	273	Yiming Zhang		2.3e-06	4.27e-09	1.38e-08	1.99e-08
BD2-3b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-419	BD2-3b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-3b	0.6	239.1	0.8	0	2.9999999999999997e-05	0	-90	16	698	This study	hargrave 2019-12-26 10:41:46	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	7302	u	4	273	Yiming Zhang		2.2e-06	5.870000000000001e-09	1.22e-08	1.94e-08
BD2-3b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-420	BD2-3b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-3b	0.5	233.7	-5.8	0	2.9999999999999997e-05	0	-90	17	748	This study	hargrave 2019-12-26 14:39:39	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	7303	u	4	273	Yiming Zhang		2.2e-06	4e-09	1.5e-08	1.8999999999999998e-08
BD2-3b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-421	BD2-3b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-3b	0.5	238.5	-10.8	0	2.9999999999999997e-05	0	-90	18	773	This study	hargrave 2019-12-27 12:13:01	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	7304	u	4	273	Yiming Zhang		2.14e-06	5.31e-09	1.74e-08	1.92e-08
BD2-3b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-422	BD2-3b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-3b	0.6	239.1	13.4	0	0	0	-90	19	773	This study	hargrave 2019-12-27 16:11:18	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	7305	u	4	273	Yiming Zhang		2.07e-06	1.18e-08	1.62e-08	2.02e-08
BD2-3b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-423	BD2-3b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-3b	0.6	241.4	15.4	0	0	0	-90	20	793	This study	hargrave 2019-12-28 15:48:33	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	7306	u	4	273	Yiming Zhang		1.96e-06	4.589999999999999e-09	1.48e-08	1.89e-08
BD2-3b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-424	BD2-3b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-3b	0.5	238.8	-12.2	0	2.9999999999999997e-05	0	-90	21	748	This study	hargrave 2019-12-29 14:22:51	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	7307	u	4	273	Yiming Zhang		1.95e-06	7.1700000000000015e-09	1.3899999999999999e-08	1.6399999999999998e-08
BD2-3b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-425	BD2-3b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-3b	0.4	236.9	-22	0	2.9999999999999997e-05	0	-90	22	793	This study	hargrave 2019-12-30 10:46:02	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	7308	u	4	273	Yiming Zhang		1.96e-06	5.7e-09	1.23e-08	1.48e-08
BD2-3b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-426	BD2-3b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-3b	0.4	238.3	-26.5	0	2.9999999999999997e-05	0	-90	23	803	This study	hargrave 2019-12-30 14:39:20	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	7309	u	4	273	Yiming Zhang		1.98e-06	6.03e-09	7.640000000000001e-09	1.38e-08
BD2-3b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-427	BD2-3b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-3b	0.6	240.7	6.9	0	0	0	-90	24	803	This study	hargrave 2019-12-30 20:54:37	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	7310	u	4	273	Yiming Zhang		1.75e-06	1.03e-08	8.75e-09	1.52e-08
BD2-3b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-428	BD2-3b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-3b	0.5	239.7	11	0	0	0	-90	25	813	This study	hargrave 2020-01-01 09:59:21	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	7311	u	4	273	Yiming Zhang		1.65e-06	8.46e-09	5.93e-09	1.33e-08
BD2-3b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-429	BD2-3b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-3b	0.4	243.5	-28.1	0	2.9999999999999997e-05	0	-90	26	793	This study	hargrave 2020-01-01 13:26:57	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	7312	u	4	273	Yiming Zhang		1.81e-06	5.1900000000000005e-09	5.93e-09	1.18e-08
BD2-3b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-430	BD2-3b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-3b	0.3	243.3	-37.8	0	2.9999999999999997e-05	0	-90	27	813	This study	hargrave 2020-01-01 17:22:32	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	7313	u	4	273	Yiming Zhang		1.91e-06	8.019999999999999e-10	6.629999999999999e-09	1.1299999999999999e-08
BD2-3b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-431	BD2-3b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-3b	0.4	242.5	-45.1	0	2.9999999999999997e-05	0	-90	28	823	This study	hargrave 2020-01-02 12:52:59	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	7314	u	4	273	Yiming Zhang		1.99e-06	4.56e-09	5.6000000000000005e-09	1.1499999999999999e-08
BD2-3b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-432	BD2-3b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-3b	0.5	239.1	-1.9	0	0	0	-90	29	823	This study	hargrave 2020-01-02 17:23:52	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	7315	u	4	273	Yiming Zhang		1.39e-06	7.610000000000001e-10	3.6599999999999998e-09	1.1000000000000001e-08
BD2-3b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-433	BD2-3b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-3b	0.5	240.3	3.5	0	0	0	-90	30	826	This study	hargrave 2020-01-03 10:59:37	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	7316	u	4	273	Yiming Zhang		1.34e-06	1.56e-09	4.88e-09	1.04e-08
BD2-3b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-434	BD2-3b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-3b	0.4	239.7	-40.9	0	2.9999999999999997e-05	0	-90	31	813	This study	hargrave 2020-01-03 14:25:29	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	7317	u	4	273	Yiming Zhang		1.74e-06	6.4e-09	4.8e-09	1.18e-08
BD2-3b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-435	BD2-3b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-3b	0.5	249.4	-56.6	0	2.9999999999999997e-05	0	-90	32	826	This study	hargrave 2020-01-14 15:19:30	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	7318	u	4	273	Yiming Zhang		2.25e-06	1.65e-08	9.220000000000001e-09	1.02e-08
BD2-3b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-436	BD2-3b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-3b	0.4	247.8	-60.2	0	2.9999999999999997e-05	0	-90	33	829	This study	hargrave 2020-01-18 14:15:38	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	7319	u	4	273	Yiming Zhang		2.4e-06	8.740000000000001e-09	1.27e-08	5.660000000000001e-09
BD2-3b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-437	BD2-3b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-3b	0.4	249.0	-4.4	0	0	0	-90	34	829	This study	hargrave 2020-01-19 10:42:54	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	7320	u	4	273	Yiming Zhang		1.17e-06	3.0099999999999997e-09	3.05e-09	8.28e-09
