tab	measurements
analysts	citations	description	dir_csd	dir_dec	dir_inc	experiment	instrument_codes	magn_moment	magn_x_sigma	magn_y_sigma	magn_z_sigma	meas_n_orient	meas_temp	measurement	method_codes	quality	sequence	specimen	standard	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_step_num	treat_temp
Yiming Zhang	This study		0.6	223.3	30.2	BD6-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-26 16:02:37	7.969999999999999e-08	5.36e-10	2.65e-10	6.439999999999999e-10	4	273	BD6-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-929	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	929	BD6-4b	u	0	0.0	0.0	-90.0	49	853
Yiming Zhang	This study		0.6	216.6	27.1	BD6-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-27 12:45:35	7.76e-08	6.6e-10	4.53e-10	5.74e-10	4	273	BD6-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-930	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	930	BD6-4b	u	0	0.0	0.0	-90.0	50	858
Yiming Zhang	This study		0.4	129.3	-88.5	BD6-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-28 08:39:26	8.64e-06	4.6500000000000006e-08	4.1399999999999994e-08	2.5899999999999997e-08	4	273	BD6-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-931	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	931	BD6-4b	u	0	2.9999999999999997e-05	0.0	-90.0	51	848
Yiming Zhang	This study		0.4	118.8	-89.3	BD6-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-30 12:49:15	8.68e-06	4.92e-08	4.4100000000000004e-08	2.76e-08	4	273	BD6-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-932	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	932	BD6-4b	u	0	2.9999999999999997e-05	0.0	-90.0	52	858
Yiming Zhang	This study		0.5	189.3	34.8	BD7-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2019-12-18 16:50:12	1.3699999999999998e-05	4.440000000000001e-08	6.22e-08	9.53e-08	4	273	BD7-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-933	LT-NO:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	933	BD7-2b	u	0	0.0	0.0	-90.0	0	273
Yiming Zhang	This study		0.4	182.7	34.8	BD7-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2019-12-19 10:14:22	1.3699999999999998e-05	1.26e-08	7.15e-08	8.3e-08	4	273	BD7-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-934	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	934	BD7-2b	u	0	0.0	0.0	-90.0	1	373
Yiming Zhang	This study		0.4	189.0	33.6	BD7-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2019-12-19 15:03:52	1.34e-05	1.35e-08	5.6600000000000004e-08	8.09e-08	4	273	BD7-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-935	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	935	BD7-2b	u	0	2.9999999999999997e-05	0.0	-90.0	2	373
Yiming Zhang	This study		0.4	185.7	31.8	BD7-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2019-12-20 10:17:22	1.27e-05	1.47e-08	6.01e-08	7.9e-08	4	273	BD7-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-936	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	936	BD7-2b	u	0	2.9999999999999997e-05	0.0	-90.0	3	473
Yiming Zhang	This study		0.4	185.4	33.8	BD7-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2019-12-20 13:26:39	1.29e-05	2.1e-08	4.0199999999999996e-08	7.67e-08	4	273	BD7-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-937	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	937	BD7-2b	u	0	0.0	0.0	-90.0	4	473
Yiming Zhang	This study		0.4	183.2	35.3	BD7-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2019-12-20 17:20:32	1.23e-05	3.1299999999999996e-08	3.92e-08	7.24e-08	4	273	BD7-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-938	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	938	BD7-2b	u	0	0.0	0.0	-90.0	5	573
Yiming Zhang	This study		0.4	184.9	34.1	BD7-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2019-12-21 11:51:59	1.21e-05	2.6e-08	4.71e-08	7.599999999999999e-08	4	273	BD7-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-939	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	939	BD7-2b	u	0	2.9999999999999997e-05	0.0	-90.0	6	373
Yiming Zhang	This study		0.4	183.5	31.3	BD7-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2019-12-21 15:08:13	1.15e-05	2.48e-08	4.66e-08	7.58e-08	4	273	BD7-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-940	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	940	BD7-2b	u	0	2.9999999999999997e-05	0.0	-90.0	7	573
Yiming Zhang	This study		0.4	183.6	25.2	BD7-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2019-12-22 12:21:46	1.0199999999999999e-05	2.61e-08	3.59e-08	7.07e-08	4	273	BD7-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-941	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	941	BD7-2b	u	0	2.9999999999999997e-05	0.0	-90.0	8	673
Yiming Zhang	This study		0.4	186.6	32.2	BD7-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2019-12-22 15:00:38	1.07e-05	2.8199999999999998e-08	4.13e-08	6.769999999999999e-08	4	273	BD7-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-942	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	942	BD7-2b	u	0	0.0	0.0	-90.0	9	673
Yiming Zhang	This study		0.4	189.9	34.2	BD7-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2019-12-23 10:56:40	1.06e-05	3.43e-08	3.5699999999999995e-08	6.769999999999999e-08	4	273	BD7-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-943	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	943	BD7-2b	u	0	0.0	0.0	-90.0	10	698
Yiming Zhang	This study		0.5	183.3	28.4	BD7-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2019-12-23 14:00:21	9.99e-06	3.41e-08	4.83e-08	6.88e-08	4	273	BD7-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-944	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	944	BD7-2b	u	0	2.9999999999999997e-05	0.0	-90.0	11	573
Yiming Zhang	This study		0.5	186.4	24.5	BD7-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2019-12-24 01:51:49	9.41e-06	3.46e-08	4.91e-08	7.16e-08	4	273	BD7-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-945	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	945	BD7-2b	u	0	2.9999999999999997e-05	0.0	-90.0	12	698
Yiming Zhang	This study		0.5	185.2	21.7	BD7-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2019-12-24 11:51:29	8.91e-06	3.2900000000000003e-08	3.8900000000000004e-08	6.97e-08	4	273	BD7-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-946	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	946	BD7-2b	u	0	2.9999999999999997e-05	0.0	-90.0	13	723
Yiming Zhang	This study		0.5	186.1	31.3	BD7-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2019-12-25 12:34:40	9.58e-06	3.5699999999999995e-08	4.7800000000000005e-08	6.7e-08	4	273	BD7-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-947	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	947	BD7-2b	u	0	0.0	0.0	-90.0	14	723
Yiming Zhang	This study		0.5	179.3	33.5	BD7-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2019-12-25 16:11:27	9.5e-06	3.24e-08	5.32e-08	6.29e-08	4	273	BD7-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-948	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	948	BD7-2b	u	0	0.0	0.0	-90.0	15	748
Yiming Zhang	This study		0.6	182.1	24.3	BD7-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2019-12-26 10:59:40	8.56e-06	2.8999999999999998e-08	5.6600000000000004e-08	6.349999999999999e-08	4	273	BD7-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-949	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	949	BD7-2b	u	0	2.9999999999999997e-05	0.0	-90.0	16	698
Yiming Zhang	This study		0.6	182.4	17.7	BD7-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2019-12-26 14:57:28	8.03e-06	2.81e-08	5.38e-08	6.59e-08	4	273	BD7-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-950	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	950	BD7-2b	u	0	2.9999999999999997e-05	0.0	-90.0	17	748
Yiming Zhang	This study		0.7	185.9	7.0	BD7-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2019-12-27 12:32:35	7.22e-06	2.45e-08	5.59e-08	6.5e-08	4	273	BD7-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-951	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	951	BD7-2b	u	0	2.9999999999999997e-05	0.0	-90.0	18	773
Yiming Zhang	This study		0.6	184.5	29.9	BD7-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2019-12-27 16:29:56	7.87e-06	2.5499999999999997e-08	5.22e-08	6.049999999999999e-08	4	273	BD7-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-952	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	952	BD7-2b	u	0	0.0	0.0	-90.0	19	773
Yiming Zhang	This study		0.6	186.7	32.4	BD7-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2019-12-28 16:08:06	7.12e-06	2.6800000000000002e-08	4.5700000000000006e-08	5.62e-08	4	273	BD7-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-953	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	953	BD7-2b	u	0	0.0	0.0	-90.0	20	793
Yiming Zhang	This study		0.6	187.4	8.9	BD7-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2019-12-29 14:41:39	6.05e-06	2.4300000000000003e-08	3.5e-08	5.2300000000000005e-08	4	273	BD7-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-954	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	954	BD7-2b	u	0	2.9999999999999997e-05	0.0	-90.0	21	748
Yiming Zhang	This study		0.4	186.6	-21.1	BD7-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2019-12-30 11:05:33	6.12e-06	1.02e-08	2.8199999999999998e-08	4.36e-08	4	273	BD7-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-955	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	955	BD7-2b	u	0	2.9999999999999997e-05	0.0	-90.0	22	793
Yiming Zhang	This study		0.4	188.2	-33.4	BD7-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2019-12-30 14:58:56	6.41e-06	6.5e-09	2.89e-08	3.62e-08	4	273	BD7-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-956	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	956	BD7-2b	u	0	2.9999999999999997e-05	0.0	-90.0	23	803
Yiming Zhang	This study		0.6	190.9	19.8	BD7-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2019-12-30 21:13:20	5.6e-06	2.3100000000000002e-08	1.57e-08	4.72e-08	4	273	BD7-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-957	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	957	BD7-2b	u	0	0.0	0.0	-90.0	24	803
Yiming Zhang	This study		0.5	186.0	32.1	BD7-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-01 10:17:15	4.44e-06	1.75e-08	1.79e-08	3.26e-08	4	273	BD7-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-958	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	958	BD7-2b	u	0	0.0	0.0	-90.0	25	813
Yiming Zhang	This study		0.3	188.6	-48.5	BD7-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-01 13:45:45	5.41e-06	1.59e-08	1.95e-08	2e-08	4	273	BD7-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-959	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	959	BD7-2b	u	0	2.9999999999999997e-05	0.0	-90.0	26	793
Yiming Zhang	This study		0.4	183.1	-72.1	BD7-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-01 17:41:25	9.93e-06	4.34e-08	4.51e-08	1.23e-08	4	273	BD7-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-960	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	960	BD7-2b	u	0	2.9999999999999997e-05	0.0	-90.0	27	813
Yiming Zhang	This study		0.3	170.5	-86.6	BD7-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-02 13:11:57	1.8e-05	7.75e-08	7.42e-08	1.31e-08	4	273	BD7-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-961	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	961	BD7-2b	u	0	2.9999999999999997e-05	0.0	-90.0	28	823
Yiming Zhang	This study		0.4	185.1	-46.0	BD7-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-02 17:41:05	1.86e-06	7.47e-09	6.859999999999999e-09	8.809999999999999e-09	4	273	BD7-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-962	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	962	BD7-2b	u	0	0.0	0.0	-90.0	29	823
Yiming Zhang	This study		0.4	186.9	12.4	BD7-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-03 11:16:44	9.89e-07	1.4400000000000002e-09	2.8899999999999997e-09	6.93e-09	4	273	BD7-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-963	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	963	BD7-2b	u	0	0.0	0.0	-90.0	30	826
Yiming Zhang	This study		0.3	152.8	-87.2	BD7-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-03 14:44:15	1.3800000000000002e-05	5.92e-08	5.7999999999999997e-08	1.07e-08	4	273	BD7-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-964	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	964	BD7-2b	u	0	2.9999999999999997e-05	0.0	-90.0	31	813
Yiming Zhang	This study		0.4	322.3	-88.1	BD7-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-14 15:38:14	2.02e-05	8.730000000000001e-08	8.849999999999999e-08	3.99e-08	4	273	BD7-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-965	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	965	BD7-2b	u	0	2.9999999999999997e-05	0.0	-90.0	32	826
Yiming Zhang	This study		0.3	157.4	-88.1	BD7-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-18 14:35:10	2.1e-05	9.37e-08	8.470000000000001e-08	3.7400000000000004e-08	4	273	BD7-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-966	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	966	BD7-2b	u	0	2.9999999999999997e-05	0.0	-90.0	33	829
Yiming Zhang	This study		0.5	185.0	-59.4	BD7-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-19 11:01:34	4.39e-07	2.1600000000000004e-09	2.46e-09	1.6899999999999997e-09	4	273	BD7-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-967	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	967	BD7-2b	u	0	0.0	0.0	-90.0	34	829
Yiming Zhang	This study		0.6	175.6	-30.5	BD7-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-19 14:26:23	1.73e-07	5.609999999999999e-10	1.4300000000000002e-09	1.11e-09	4	273	BD7-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-968	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	968	BD7-2b	u	0	0.0	0.0	-90.0	35	832
Yiming Zhang	This study		0.4	120.5	-87.4	BD7-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-20 10:58:34	2.01e-05	9.289999999999999e-08	8.52e-08	3.9e-08	4	273	BD7-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-969	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	969	BD7-2b	u	0	2.9999999999999997e-05	0.0	-90.0	36	826
Yiming Zhang	This study		0.4	62.1	-88.8	BD7-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-20 15:10:57	2.13e-05	1.0099999999999999e-07	9.49e-08	5.04e-08	4	273	BD7-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-970	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	970	BD7-2b	u	0	2.9999999999999997e-05	0.0	-90.0	37	832
Yiming Zhang	This study		0.4	80.3	-87.9	BD7-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-21 08:51:55	2.09e-05	9.58e-08	9.140000000000001e-08	2.71e-08	4	273	BD7-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-971	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	971	BD7-2b	u	0	2.9999999999999997e-05	0.0	-90.0	38	835
Yiming Zhang	This study		0.5	171.4	-71.1	BD7-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-21 12:38:27	3.35e-07	1.93e-09	2.1899999999999997e-09	3.3799999999999997e-10	4	273	BD7-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-972	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	972	BD7-2b	u	0	0.0	0.0	-90.0	39	835
Yiming Zhang	This study		0.6	174.4	-71.8	BD7-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-21 15:43:12	2.77e-07	1.9e-09	1.93e-09	2.25e-10	4	273	BD7-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-973	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	973	BD7-2b	u	0	0.0	0.0	-90.0	40	838
Yiming Zhang	This study		0.4	101.7	-88.0	BD7-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-22 10:46:33	2.09e-05	1e-07	9.69e-08	2.54e-08	4	273	BD7-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-974	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	974	BD7-2b	u	0	2.9999999999999997e-05	0.0	-90.0	41	832
Yiming Zhang	This study		0.4	88.7	-87.5	BD7-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-22 14:50:04	2.14e-05	1.0199999999999999e-07	9.85e-08	3.06e-08	4	273	BD7-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-975	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	975	BD7-2b	u	0	2.9999999999999997e-05	0.0	-90.0	42	838
Yiming Zhang	This study		0.4	61.5	-88.5	BD7-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-23 12:10:28	2.15e-05	1.0099999999999999e-07	9.7e-08	3.18e-08	4	273	BD7-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-976	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	976	BD7-2b	u	0	2.9999999999999997e-05	0.0	-90.0	43	843
Yiming Zhang	This study		0.5	180.4	-75.8	BD7-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-23 16:03:35	3.01e-07	1.6899999999999997e-09	1.98e-09	2.26e-10	4	273	BD7-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-977	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	977	BD7-2b	u	0	0.0	0.0	-90.0	44	843
Yiming Zhang	This study		0.8	200.4	-77.0	BD7-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-24 11:01:06	1.3800000000000002e-07	1.4099999999999999e-09	1.45e-09	5.07e-10	4	273	BD7-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-978	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	978	BD7-2b	u	0	0.0	0.0	-90.0	45	848
Yiming Zhang	This study		0.4	94.4	-89.5	BD7-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	hargrave 2020-01-24 14:53:47	2.14e-05	1.0300000000000001e-07	1.0099999999999999e-07	3.64e-08	4	273	BD7-2b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-979	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	979	BD7-2b	u	0	2.9999999999999997e-05	0.0	-90.0	46	838
